lineage,time_bin,pi,n_samples
AY.54,2021-08-16/2021-08-22,0.0002851977310687,67
AY.54,2021-08-23/2021-08-29,0.0003240944373932,68
AY.54,2021-08-30/2021-09-05,0.0003248599041663,56
AY.54,2021-09-06/2021-09-12,0.0003731476482956,64
AY.54,2021-09-13/2021-09-19,0.0003641897284053,43
AY.54,2021-09-20/2021-09-26,0.0003814470205802,40
AY.54,2021-09-27/2021-10-03,0.0004803054241853,19
AY.54,2021-10-04/2021-10-10,0.0003691300283615,21
AY.54,2021-10-11/2021-10-17,0.0004167320490097,13
AY.54,2021-10-18/2021-10-24,0.0003516926952702,25
AY.54,2021-10-25/2021-10-31,0.0004000814755588,11
AY.54,2021-11-01/2021-11-07,0.0004867961965912,25
AY.54,2021-11-08/2021-11-14,0.0004685615493895,27
AY.54,2021-11-15/2021-11-21,0.0006186670233755,12
AY.54,2021-11-22/2021-11-28,0.0003433323300895,10
AY.6,2021-05-24/2021-05-30,6.934185238152379e-05,17
AY.6,2021-05-31/2021-06-06,7.37869649501129e-05,31
AY.6,2021-06-14/2021-06-20,6.467798996976672e-05,14
AY.6,2021-06-21/2021-06-27,8.486220140461327e-05,31
AY.6,2021-06-28/2021-07-04,9.73841184725944e-05,46
AY.6,2021-07-05/2021-07-11,0.0001360185777606,42
AY.6,2021-07-12/2021-07-18,0.0001961899029082,30
AY.6,2021-07-19/2021-07-25,0.0001669298857658,52
AY.6,2021-07-26/2021-08-01,0.0001762654360894,63
AY.6,2021-08-02/2021-08-08,0.0002030093380361,35
AY.6,2021-08-09/2021-08-15,0.0002141315119946,36
AY.6,2021-08-16/2021-08-22,0.000255383177736,60
AY.6,2021-08-23/2021-08-29,0.0002624765812561,44
AY.6,2021-08-30/2021-09-05,0.0002978373773527,58
AY.6,2021-09-06/2021-09-12,0.000327188176637,30
AY.6,2021-09-13/2021-09-19,0.0003133283659859,29
AY.6,2021-09-20/2021-09-26,0.0003627185462488,38
AY.6,2021-09-27/2021-10-03,0.0003510086653918,33
AY.6,2021-10-04/2021-10-10,0.000439659112356,30
AY.6,2021-10-11/2021-10-17,0.0004157381594428,33
AY.6,2021-10-18/2021-10-24,0.0004702764960933,27
AY.6,2021-10-25/2021-10-31,0.0005338899869812,19
AY.6,2021-11-01/2021-11-07,0.0004960654835249,26
AY.6,2021-11-08/2021-11-14,0.000532014577428,27
AY.6,2021-11-15/2021-11-21,0.0005009530816306,25
AY.6,2021-11-22/2021-11-28,0.0005722804810823,32
AY.6,2021-11-29/2021-12-05,0.000541143637154,22
AY.6,2021-12-06/2021-12-12,0.0005295118247286,23
AY.6,2021-12-13/2021-12-19,0.0004777351531857,14
AY.7,2021-05-17/2021-05-23,7.2084926447365e-05,10
AY.7,2021-05-24/2021-05-30,8.598184172723295e-05,68
AY.7,2021-05-31/2021-06-06,9.998658963645754e-05,55
AY.7,2021-06-07/2021-06-13,8.790326818618294e-05,35
AY.7,2021-06-14/2021-06-20,5.383259531020217e-05,41
AY.7,2021-06-21/2021-06-27,0.00013229178497,83
AY.7,2021-06-28/2021-07-04,0.0001464456563972,62
AY.7,2021-07-05/2021-07-11,0.0001526211345762,48
AY.7,2021-07-12/2021-07-18,0.0001782803897237,43
AY.7,2021-07-19/2021-07-25,0.0001751199374569,79
AY.7,2021-07-26/2021-08-01,0.0001832849289626,65
AY.7,2021-08-02/2021-08-08,0.0001698232318322,44
AY.7,2021-08-09/2021-08-15,0.0001965952539473,33
AY.7,2021-08-16/2021-08-22,0.0001846692011024,48
AY.7,2021-08-23/2021-08-29,0.0002501277427841,31
AY.7,2021-08-30/2021-09-05,0.000210667663502,39
AY.7,2021-09-06/2021-09-12,0.0002221743022746,30
AY.7,2021-09-13/2021-09-19,0.0002764494086435,15
AY.7,2021-09-20/2021-09-26,0.0002528811410863,15
AY.7,2021-09-27/2021-10-03,0.000267531685784,12
AY.7,2021-10-04/2021-10-10,0.0002227715768163,26
AY.7,2021-10-11/2021-10-17,0.000224969826682,11
AY.7,2021-10-18/2021-10-24,0.000277367409526,17
AY.7,2021-10-25/2021-10-31,0.0002877992377373,12
AY.7,2021-11-08/2021-11-14,0.000305891008378,17
AY.7,2021-11-15/2021-11-21,0.0001834992973005,13
AY.7.1,2021-06-28/2021-07-04,4.7960466145313526e-05,62
AY.7.1,2021-07-05/2021-07-11,6.745976715544986e-05,66
AY.7.1,2021-07-12/2021-07-18,6.777423352526314e-05,182
AY.7.1,2021-07-19/2021-07-25,9.677625467821327e-05,97
AY.7.1,2021-07-26/2021-08-01,0.0001124265099592,108
AY.7.1,2021-08-02/2021-08-08,0.0001539789679155,69
AY.7.1,2021-08-09/2021-08-15,0.0001626769096489,34
AY.7.1,2021-08-16/2021-08-22,0.0001921813674551,38
AY.7.1,2021-08-23/2021-08-29,0.0002034589711214,35
AY.7.1,2021-08-30/2021-09-05,0.0002348989090329,38
AY.7.1,2021-09-06/2021-09-12,0.0002842524161455,16
AY.7.1,2021-10-11/2021-10-17,0.0003018091830251,16
AY.7.1,2021-10-18/2021-10-24,0.0003384569816031,14
AY.7.1,2021-10-25/2021-10-31,0.0003268902785673,16
AY.7.1,2021-11-01/2021-11-07,0.0003040132793,11
AY.7.1,2021-11-08/2021-11-14,0.0003879209443868,11
AY.7.1,2021-11-15/2021-11-21,0.0003543034759758,20
AY.7.1,2021-11-22/2021-11-28,0.0003325036666173,15
AY.7.1,2021-11-29/2021-12-05,0.0004099365726961,16
AY.7.1,2021-12-06/2021-12-12,0.0003594957027722,16
AY.7.1,2021-12-13/2021-12-19,0.0002493355968612,17
AY.7.1,2021-12-20/2021-12-26,0.0002910999533412,15
AY.75,2021-06-21/2021-06-27,0.0001680647769668,13
AY.75,2021-06-28/2021-07-04,0.0001643408926959,15
AY.75,2021-07-05/2021-07-11,0.0002899358171058,29
AY.75,2021-07-12/2021-07-18,0.0002577381151437,56
AY.75,2021-07-19/2021-07-25,0.0002662057612009,76
AY.75,2021-07-26/2021-08-01,0.0002828471992101,100
AY.75,2021-08-02/2021-08-08,0.0003015121297567,105
AY.75,2021-08-09/2021-08-15,0.0003150500384877,62
AY.75,2021-08-16/2021-08-22,0.0003044634847573,61
AY.75,2021-08-23/2021-08-29,0.0003250434408353,60
AY.75,2021-08-30/2021-09-05,0.0003794480358286,65
AY.75,2021-09-06/2021-09-12,0.0004118784262633,53
AY.75,2021-09-13/2021-09-19,0.0004074227916021,47
AY.75,2021-09-20/2021-09-26,0.0004287765584174,43
AY.75,2021-09-27/2021-10-03,0.0003846591664444,29
AY.75,2021-10-04/2021-10-10,0.0004661225140775,26
AY.75,2021-10-11/2021-10-17,0.0004744054839363,22
AY.75,2021-10-18/2021-10-24,0.0004587482432514,13
AY.75,2021-10-25/2021-10-31,0.0005667531367293,21
AY.75,2021-11-01/2021-11-07,0.000579373307026,16
AY.75,2021-11-08/2021-11-14,0.0006052248675947,18
AY.75,2021-12-06/2021-12-12,0.0005292111159415,16
AY.75,2021-12-13/2021-12-19,0.0006955823830384,11
AY.9,2021-05-17/2021-05-23,0.0001462931202422,36
AY.9,2021-05-24/2021-05-30,0.0001192260773602,69
AY.9,2021-05-31/2021-06-06,0.0001721065652338,133
AY.9,2021-06-07/2021-06-13,0.0001844325893488,76
AY.9,2021-06-14/2021-06-20,0.0001877243023616,66
AY.9,2021-06-21/2021-06-27,0.0001998094492453,51
AY.9,2021-06-28/2021-07-04,0.0002319358834319,87
AY.9,2021-07-05/2021-07-11,0.0002358445311973,61
AY.9,2021-07-12/2021-07-18,0.0003063436375003,39
AY.9,2021-07-19/2021-07-25,0.0002819456378344,50
AY.9,2021-07-26/2021-08-01,0.0003366263440503,28
AY.9,2021-08-02/2021-08-08,0.0003419659048126,32
AY.9,2021-08-09/2021-08-15,0.0003393823604533,24
AY.9,2021-08-16/2021-08-22,0.0004108695409844,24
AY.9,2021-08-23/2021-08-29,0.0003813388156096,36
AY.9,2021-08-30/2021-09-05,0.0004194514644971,21
AY.9,2021-09-06/2021-09-12,0.000393494521174,16
AY.9,2021-09-13/2021-09-19,0.0003949589511533,18
AY.9,2021-10-04/2021-10-10,0.0004407413028621,13
AY.9,2021-10-25/2021-10-31,0.0003879209443868,11
AY.9.2,2021-07-12/2021-07-18,0.0001119561945944,24
AY.9.2,2021-07-19/2021-07-25,0.0001468696776788,48
AY.9.2,2021-07-26/2021-08-01,0.0001471243751106,39
AY.9.2,2021-08-02/2021-08-08,0.0001740509116875,53
AY.9.2,2021-08-09/2021-08-15,0.0002247685635354,42
AY.9.2,2021-08-16/2021-08-22,0.0002314035960811,44
AY.9.2,2021-08-23/2021-08-29,0.0002417853568833,31
AY.9.2,2021-08-30/2021-09-05,0.0002408186871284,37
AY.9.2,2021-09-06/2021-09-12,0.0002611618837415,21
AY.9.2,2021-09-13/2021-09-19,0.0003440754736611,10
AY.9.2,2021-09-20/2021-09-26,0.0002739014878265,15
AY.9.2,2021-09-27/2021-10-03,0.0003385947898204,16
AY.9.2,2021-10-04/2021-10-10,0.0003885752338357,24
AY.9.2,2021-10-11/2021-10-17,0.0003413258424461,25
AY.9.2,2021-10-18/2021-10-24,0.0003681214763714,28
AY.9.2,2021-10-25/2021-10-31,0.0004149395213836,36
AY.9.2,2021-11-01/2021-11-07,0.0004319270948037,37
AY.9.2,2021-11-08/2021-11-14,0.0004628722817533,28
AY.9.2,2021-11-15/2021-11-21,0.0004117455576359,42
AY.9.2,2021-11-22/2021-11-28,0.0004260358641485,34
AY.9.2,2021-11-29/2021-12-05,0.0005081859141693,42
AY.9.2,2021-12-06/2021-12-12,0.0004955089556591,31
AY.9.2,2021-12-13/2021-12-19,0.000488113537548,29
AY.98,2021-05-24/2021-05-30,8.157689661217736e-05,12
AY.98,2021-05-31/2021-06-06,0.0001620624635037,13
AY.98,2021-06-14/2021-06-20,0.0002214230050901,12
AY.98,2021-06-21/2021-06-27,0.0001892082646169,20
AY.98,2021-06-28/2021-07-04,0.0002274019329164,15
AY.98,2021-07-05/2021-07-11,0.0002121144080144,21
AY.98,2021-07-12/2021-07-18,0.0002837897872422,23
AY.98,2021-07-19/2021-07-25,0.0002720195008594,22
AY.98,2021-07-26/2021-08-01,0.000310093544886,22
AY.98,2021-08-02/2021-08-08,0.0002949708330439,13
AY.98,2021-08-09/2021-08-15,0.0003450550720055,12
AY.98,2021-08-16/2021-08-22,0.0003700072730287,19
AY.98,2021-08-23/2021-08-29,0.0003390471905336,22
AY.98,2021-08-30/2021-09-05,0.0003857594841206,41
AY.98,2021-09-06/2021-09-12,0.0003160038245524,31
AY.98,2021-09-13/2021-09-19,0.0004790109231971,33
AY.98,2021-09-20/2021-09-26,0.0003845767983145,41
AY.98,2021-09-27/2021-10-03,0.0004039075939032,41
AY.98,2021-10-04/2021-10-10,0.0004594065615022,31
AY.98,2021-10-11/2021-10-17,0.0004653222056158,27
AY.98,2021-10-18/2021-10-24,0.0004790285337224,41
AY.98,2021-10-25/2021-10-31,0.0004459562508575,54
AY.98,2021-11-01/2021-11-07,0.0005326572176867,41
AY.98,2021-11-08/2021-11-14,0.0004773529650632,50
AY.98,2021-11-15/2021-11-21,0.0004779989530683,55
AY.98,2021-11-22/2021-11-28,0.0005165893165395,69
AY.98,2021-11-29/2021-12-05,0.0004966887303328,83
AY.98,2021-12-06/2021-12-12,0.0005282288872454,61
AY.98,2021-12-13/2021-12-19,0.0005074876509315,32
AY.98,2021-12-20/2021-12-26,0.0004999069641413,13
AY.98.1,2021-07-12/2021-07-18,0.0001014825279949,22
AY.98.1,2021-07-19/2021-07-25,0.0001595175559621,34
AY.98.1,2021-07-26/2021-08-01,0.0001229045137683,27
AY.98.1,2021-08-02/2021-08-08,0.0001584669218351,33
AY.98.1,2021-08-09/2021-08-15,0.0001813041655197,26
AY.98.1,2021-08-16/2021-08-22,0.0002153427395041,33
AY.98.1,2021-08-23/2021-08-29,0.0002256255415981,34
AY.98.1,2021-08-30/2021-09-05,0.0002359381489155,34
AY.98.1,2021-09-06/2021-09-12,0.0002552263863837,22
AY.98.1,2021-09-13/2021-09-19,0.0002648880920509,23
AY.98.1,2021-09-20/2021-09-26,0.0002362759414481,18
AY.98.1,2021-09-27/2021-10-03,0.0003435946160559,18
AY.98.1,2021-10-04/2021-10-10,0.0003742939962205,34
AY.98.1,2021-10-11/2021-10-17,0.0004135063159241,36
AY.98.1,2021-10-18/2021-10-24,0.0003672480413944,45
AY.98.1,2021-10-25/2021-10-31,0.00043524482662,35
AY.98.1,2021-11-01/2021-11-07,0.0004514312831442,49
AY.98.1,2021-11-08/2021-11-14,0.0004437698600579,57
AY.98.1,2021-11-15/2021-11-21,0.0004349561417414,56
AY.98.1,2021-11-22/2021-11-28,0.0004759482560864,76
AY.98.1,2021-11-29/2021-12-05,0.0004864936309941,49
AY.98.1,2021-12-06/2021-12-12,0.0004898144729126,42
AY.98.1,2021-12-13/2021-12-19,0.0004843672411947,35
AY.98.1,2021-12-20/2021-12-26,0.0005340797991938,17
AY.98.1,2021-12-27/2022-01-02,0.0006279563180208,10
AY.98.1,2022-01-03/2022-01-09,0.000498581778052,11
AY.99.2,2021-07-05/2021-07-11,0.0001245786284076,14
AY.99.2,2021-07-12/2021-07-18,0.0002191211902612,15
AY.99.2,2021-08-02/2021-08-08,0.0002451190823117,50
AY.99.2,2021-08-09/2021-08-15,0.0002311355578485,84
AY.99.2,2021-08-16/2021-08-22,0.0003508699291731,28
AY.99.2,2021-08-23/2021-08-29,0.0003458040902299,24
AY.99.2,2021-08-30/2021-09-05,0.0002864823660571,114
AY.99.2,2021-09-06/2021-09-12,0.0003097941378685,121
AY.99.2,2021-09-13/2021-09-19,0.0003527595035735,54
AY.99.2,2021-09-27/2021-10-03,0.0003729557778878,39
AY.99.2,2021-10-04/2021-10-10,0.0004100597504903,88
AY.99.2,2021-10-11/2021-10-17,0.0004333314388025,53
AY.99.2,2021-11-01/2021-11-07,0.0005348187631824,88
AY.99.2,2021-11-08/2021-11-14,0.0004861618316914,59
AY.99.2,2021-11-15/2021-11-21,0.0006227543130195,10
AY.99.2,2021-11-22/2021-11-28,0.0005040540170794,11
AY.99.2,2021-11-29/2021-12-05,0.000564948359484,36
AY.99.2,2021-12-06/2021-12-12,0.0005140119526228,42
AY.99.2,2021-12-13/2021-12-19,0.0005573576787167,16
B,2019-12-30/2020-01-05,0.000200648764338,10
B,2020-01-20/2020-01-26,0.0001067077948996,27
B,2020-01-27/2020-02-02,0.0001724875342554,19
B,2020-02-03/2020-02-09,0.0001579551661483,25
B,2020-02-10/2020-02-16,0.000121026238807,22
B,2020-02-17/2020-02-23,0.000197708855703,14
B,2020-02-24/2020-03-01,0.0001509932620523,12
B,2020-03-02/2020-03-08,0.0001582895807555,10
B,2020-03-09/2020-03-15,0.0001606257395365,48
B,2020-03-16/2020-03-22,0.0001451162405006,93
B,2020-03-23/2020-03-29,0.0001776385849414,110
B,2020-03-30/2020-04-05,0.0001855536605394,64
B,2020-04-06/2020-04-12,0.000260886267307,40
B,2020-04-13/2020-04-19,0.0002108572102429,20
B,2020-04-20/2020-04-26,0.0002564943563828,29
B,2020-04-27/2020-05-03,0.0003318811632358,12
B,2021-03-01/2021-03-07,0.0004025714890845,15
B,2021-09-20/2021-09-26,0.0005215107795908,20
B,2021-09-27/2021-10-03,0.0005987613919928,15
B,2021-10-04/2021-10-10,0.0004614921579774,20
B,2021-10-11/2021-10-17,0.0004675247352059,18
B,2021-10-18/2021-10-24,0.0004618106480795,15
B,2021-10-25/2021-10-31,0.0005453908814972,17
B,2021-11-01/2021-11-07,0.0004652609575192,28
B,2021-11-08/2021-11-14,0.0004568644002814,45
B,2021-11-15/2021-11-21,0.0004308327219071,27
B,2021-11-22/2021-11-28,0.0004845296086977,10
B,2021-12-13/2021-12-19,0.000653628550495,12
B,2021-12-20/2021-12-26,0.0005149984951342,10
B.1,2020-03-09/2020-03-15,0.0001144350473033,41
B.1,2020-03-16/2020-03-22,0.0001156156540133,51
B.1,2020-03-23/2020-03-29,0.0001332478168222,84
B.1,2020-03-30/2020-04-05,0.0001694849382372,75
B.1,2020-04-06/2020-04-12,0.0001878578779484,60
B.1,2020-04-13/2020-04-19,0.0001933856363993,42
B.1,2020-04-20/2020-04-26,0.0002008545579424,26
B.1,2020-04-27/2020-05-03,0.0002371673346146,62
B.1,2020-05-04/2020-05-10,0.0002887826632878,29
B.1,2020-05-11/2020-05-17,0.0003178367890938,27
B.1,2020-05-18/2020-05-24,0.000300797138819,20
B.1,2020-05-25/2020-05-31,0.0003842727850352,11
B.1,2020-06-01/2020-06-07,0.0002856458103423,16
B.1,2020-06-08/2020-06-14,0.0003627891799647,12
B.1,2020-06-29/2020-07-05,0.0003727202804218,11
B.1,2020-07-06/2020-07-12,0.000398357620041,14
B.1,2020-08-17/2020-08-23,0.0004064995336774,10
B.1,2020-08-24/2020-08-30,0.0004964199058437,10
B.1,2020-08-31/2020-09-06,0.0005326312653336,11
B.1,2020-09-21/2020-09-27,0.0004697005165185,12
B.1,2020-10-26/2020-11-01,0.0008174579287845,10
B.1,2020-11-02/2020-11-08,0.0006967984361556,11
B.1,2020-11-09/2020-11-15,0.000711391073562,12
B.1,2020-11-30/2020-12-06,0.0007334827051912,10
B.1,2020-12-07/2020-12-13,0.0008071552565416,12
B.1,2021-01-11/2021-01-17,0.0007654378787709,10
B.1,2021-02-22/2021-02-28,0.0009289294645278,10
B.1,2021-03-08/2021-03-14,0.0007150899017935,16
B.1.1,2020-03-09/2020-03-15,0.0001024755872447,19
B.1.1,2020-03-16/2020-03-22,0.0001008310709678,33
B.1.1,2020-03-23/2020-03-29,8.448510680845936e-05,71
B.1.1,2020-03-30/2020-04-05,0.000121063678866,88
B.1.1,2020-04-06/2020-04-12,0.0001134903970528,79
B.1.1,2020-04-13/2020-04-19,0.0001462866860987,55
B.1.1,2020-04-20/2020-04-26,0.0001508520536985,61
B.1.1,2020-04-27/2020-05-03,0.0001868109185216,59
B.1.1,2020-05-04/2020-05-10,0.0001749753548863,42
B.1.1,2020-05-11/2020-05-17,0.000218964395134,26
B.1.1,2020-05-18/2020-05-24,0.0001948405106335,20
B.1.1,2020-05-25/2020-05-31,0.0002522863139838,17
B.1.1,2020-06-01/2020-06-07,0.0001875508588881,16
B.1.1,2020-06-08/2020-06-14,0.000259728678282,25
B.1.1,2020-06-15/2020-06-21,0.0002576959620419,17
B.1.1,2020-06-22/2020-06-28,0.0003908935186733,10
B.1.1,2020-06-29/2020-07-05,0.0002151400639846,16
B.1.1,2020-07-13/2020-07-19,0.000367856067953,10
B.1.1,2020-07-27/2020-08-02,0.0004000814755588,11
B.1.1,2020-08-24/2020-08-30,0.0005117556868217,12
B.1.1,2021-02-08/2021-02-14,0.0008669445348039,12
B.1.1,2021-02-15/2021-02-21,0.0006279563180208,10
B.1.1,2021-03-08/2021-03-14,0.0009169040503689,11
B.1.1.222,2020-10-05/2020-10-11,0.0002054072330575,23
B.1.1.222,2020-10-12/2020-10-18,0.0001264836643413,44
B.1.1.222,2020-10-19/2020-10-25,0.0004039631523568,24
B.1.1.222,2020-10-26/2020-11-01,0.0002681467011536,30
B.1.1.222,2020-11-02/2020-11-08,0.0004196711128434,30
B.1.1.222,2020-11-09/2020-11-15,0.0004452173137589,25
B.1.1.222,2020-11-16/2020-11-22,0.000487203310026,24
B.1.1.222,2020-11-23/2020-11-29,0.0004274691066331,23
B.1.1.222,2020-11-30/2020-12-06,0.0005613592210254,27
B.1.1.222,2020-12-07/2020-12-13,0.0006260773470585,33
B.1.1.222,2020-12-14/2020-12-20,0.0007022931946852,55
B.1.1.222,2020-12-21/2020-12-27,0.0006690766671292,44
B.1.1.222,2020-12-28/2021-01-03,0.0006279277355757,40
B.1.1.222,2021-01-04/2021-01-10,0.000712185084715,51
B.1.1.222,2021-01-11/2021-01-17,0.0007448815686849,32
B.1.1.222,2021-01-18/2021-01-24,0.000818255448715,41
B.1.1.222,2021-01-25/2021-01-31,0.0008493370990444,33
B.1.1.222,2021-02-01/2021-02-07,0.0007803007502034,37
B.1.1.222,2021-02-08/2021-02-14,0.0008624983635836,58
B.1.1.222,2021-02-15/2021-02-21,0.0008196264460919,61
B.1.1.222,2021-02-22/2021-02-28,0.0008154952323026,47
B.1.1.222,2021-03-01/2021-03-07,0.0008458566295572,36
B.1.1.222,2021-03-08/2021-03-14,0.0008402552869663,26
B.1.1.222,2021-03-15/2021-03-21,0.0009314206844554,33
B.1.1.222,2021-03-22/2021-03-28,0.0008458807575953,22
B.1.1.222,2021-03-29/2021-04-04,0.0008182010723561,16
B.1.1.311,2020-08-24/2020-08-30,7.212864077510749e-05,18
B.1.1.311,2020-08-31/2020-09-06,7.803007502034356e-05,12
B.1.1.311,2020-09-07/2020-09-13,0.0001054045603553,61
B.1.1.311,2020-09-14/2020-09-20,9.187214484341864e-05,91
B.1.1.311,2020-09-21/2020-09-27,0.0001076222190408,90
B.1.1.311,2020-09-28/2020-10-04,0.0001048031492301,64
B.1.1.311,2020-10-05/2020-10-11,9.176760391455696e-05,89
B.1.1.311,2020-10-12/2020-10-18,0.0001418389103002,97
B.1.1.311,2020-10-19/2020-10-25,0.000137283939286,59
B.1.1.311,2020-10-26/2020-11-01,0.0001608475591547,76
B.1.1.311,2020-11-02/2020-11-08,0.0002313288867897,73
B.1.1.311,2020-11-09/2020-11-15,0.0002164389663891,84
B.1.1.311,2020-11-16/2020-11-22,0.0002653553367528,36
B.1.1.311,2020-11-23/2020-11-29,0.0002092234978567,13
B.1.1.311,2020-11-30/2020-12-06,0.0002642531112033,18
B.1.1.311,2020-12-07/2020-12-13,0.0002707165868052,15
B.1.1.311,2020-12-14/2020-12-20,0.0002848097738242,16
B.1.1.37,2020-06-08/2020-06-14,4.0196350371178806e-05,38
B.1.1.37,2020-06-15/2020-06-21,5.261456487086023e-05,25
B.1.1.37,2020-06-29/2020-07-05,0.0001070126743136,16
B.1.1.37,2020-08-03/2020-08-09,0.0001616337268278,12
B.1.1.37,2020-08-10/2020-08-16,0.0001857858929055,10
B.1.1.37,2020-08-24/2020-08-30,0.0001134101711475,23
B.1.1.37,2020-08-31/2020-09-06,0.0002161088990961,38
B.1.1.37,2020-09-07/2020-09-13,0.0002115702670302,39
B.1.1.37,2020-09-14/2020-09-20,0.0002325363794112,45
B.1.1.37,2020-09-21/2020-09-27,0.0002442367926202,93
B.1.1.37,2020-09-28/2020-10-04,0.0002468097139816,76
B.1.1.37,2020-10-05/2020-10-11,0.000215212456607,83
B.1.1.37,2020-10-12/2020-10-18,0.0002732187003619,67
B.1.1.37,2020-10-19/2020-10-25,0.0002673757815382,66
B.1.1.37,2020-10-26/2020-11-01,0.0003248599041663,42
B.1.1.37,2020-11-02/2020-11-08,0.0003127908055595,57
B.1.1.37,2020-11-09/2020-11-15,0.0003424879609815,43
B.1.1.37,2020-11-16/2020-11-22,0.0003691300283615,21
B.1.1.37,2020-11-23/2020-11-29,0.0003582128954165,28
B.1.1.37,2020-11-30/2020-12-06,0.0003758183205061,15
B.1.1.37,2020-12-07/2020-12-13,0.0003163123920238,27
B.1.1.37,2020-12-14/2020-12-20,0.0002775256855403,30
B.1.1.37,2020-12-21/2020-12-27,0.0002812122833525,12
B.1.1.37,2020-12-28/2021-01-03,0.0002809082700732,11
B.1.1.519,2021-01-11/2021-01-17,0.0003871778008152,10
B.1.1.519,2021-01-18/2021-01-24,0.0003821881225486,14
B.1.1.519,2021-01-25/2021-01-31,0.0003548314990398,20
B.1.1.519,2021-02-01/2021-02-07,0.0003978589913839,32
B.1.1.519,2021-02-08/2021-02-14,0.0004649303848855,69
B.1.1.519,2021-02-15/2021-02-21,0.0004821966251901,61
B.1.1.519,2021-02-22/2021-02-28,0.0004824096430817,77
B.1.1.519,2021-03-01/2021-03-07,0.0005049870892826,54
B.1.1.519,2021-03-08/2021-03-14,0.0004522588351256,58
B.1.1.519,2021-03-15/2021-03-21,0.000489571967894,94
B.1.1.519,2021-03-22/2021-03-28,0.0005074623345786,82
B.1.1.519,2021-03-29/2021-04-04,0.0005481132993422,91
B.1.1.519,2021-04-05/2021-04-11,0.0005348606960485,55
B.1.1.519,2021-04-12/2021-04-18,0.0005554835084713,68
B.1.1.519,2021-04-19/2021-04-25,0.0005816630233673,50
B.1.1.519,2021-04-26/2021-05-02,0.0005457100406962,50
B.1.1.519,2021-05-03/2021-05-09,0.0005994516679198,32
B.1.1.519,2021-05-10/2021-05-16,0.0005741260464866,27
B.1.1.7,2020-12-07/2020-12-13,0.0002311176507745,10
B.1.1.7,2020-12-28/2021-01-03,0.000260671898969,13
B.1.1.7,2021-01-04/2021-01-10,0.0003270222843333,20
B.1.1.7,2021-01-11/2021-01-17,0.000224507584269,19
B.1.1.7,2021-01-18/2021-01-24,0.0003054510629001,27
B.1.1.7,2021-01-25/2021-01-31,0.0003334436008211,42
B.1.1.7,2021-02-01/2021-02-07,0.0003348489119147,22
B.1.1.7,2021-02-08/2021-02-14,0.0003666260372138,30
B.1.1.7,2021-02-15/2021-02-21,0.0004050018135561,26
B.1.1.7,2021-02-22/2021-02-28,0.0004451640601507,39
B.1.1.7,2021-03-01/2021-03-07,0.000420446709238,47
B.1.1.7,2021-03-08/2021-03-14,0.0004639820664463,53
B.1.1.7,2021-03-15/2021-03-21,0.0004536438499964,53
B.1.1.7,2021-03-22/2021-03-28,0.0004843873740194,68
B.1.1.7,2021-03-29/2021-04-04,0.0005910266323698,50
B.1.1.7,2021-04-12/2021-04-18,0.0005151429952731,81
B.1.1.7,2021-04-19/2021-04-25,0.0005672770298683,46
B.1.1.7,2021-04-26/2021-05-02,0.0005096789246041,53
B.1.1.7,2021-05-03/2021-05-09,0.0005485797807801,42
B.1.1.7,2021-05-10/2021-05-16,0.0006381925214106,31
B.1.1.7,2021-05-17/2021-05-23,0.0006891064176286,36
B.1.1.7,2021-05-24/2021-05-30,0.0006594444567077,23
B.1.1.7,2021-05-31/2021-06-06,0.0005980120035172,17
B.1.1.7,2021-06-07/2021-06-13,0.0006369802042477,15
B.1.1.7,2021-06-14/2021-06-20,0.000686664660179,10
B.1.160,2020-08-17/2020-08-23,7.423269303348225e-05,14
B.1.160,2020-08-24/2020-08-30,0.0001106140623914,13
B.1.160,2020-08-31/2020-09-06,0.0001275058650226,29
B.1.160,2020-09-07/2020-09-13,0.0001510933739521,32
B.1.160,2020-09-14/2020-09-20,0.0001290136353155,20
B.1.160,2020-09-21/2020-09-27,0.0001981043053699,24
B.1.160,2020-09-28/2020-10-04,0.0001984772409144,22
B.1.160,2020-10-05/2020-10-11,0.0001747352514834,22
B.1.160,2020-10-12/2020-10-18,0.0002377264623232,34
B.1.160,2020-10-19/2020-10-25,0.0002534986403881,38
B.1.160,2020-10-26/2020-11-01,0.0002177348215813,35
B.1.160,2020-11-02/2020-11-08,0.0003134290751973,39
B.1.160,2020-11-09/2020-11-15,0.000401297528676,42
B.1.160,2020-11-16/2020-11-22,0.0003079401174909,33
B.1.160,2020-11-23/2020-11-29,0.0003645486707386,14
B.1.160,2020-11-30/2020-12-06,0.0004122420067308,11
B.1.160,2020-12-07/2020-12-13,0.000442541996901,16
B.1.160,2020-12-14/2020-12-20,0.0004840211420434,20
B.1.160,2020-12-21/2020-12-27,0.00045601991895,11
B.1.160,2020-12-28/2021-01-03,0.0004378354209474,28
B.1.160,2021-01-04/2021-01-10,0.0004783544394954,28
B.1.160,2021-01-11/2021-01-17,0.0005105658623011,51
B.1.160,2021-01-18/2021-01-24,0.0005225369939074,60
B.1.160,2021-01-25/2021-01-31,0.0004772482308181,65
B.1.160,2021-02-01/2021-02-07,0.0005537472646035,39
B.1.160,2021-02-08/2021-02-14,0.0004877936657542,47
B.1.160,2021-02-15/2021-02-21,0.0005272072823823,36
B.1.160,2021-02-22/2021-02-28,0.0005370718677075,37
