lineage,time_bin,pi,n_samples
BA.1.1.1,2022-01-31/2022-02-06,0.0002030661609627,118
BA.1.1.1,2022-02-07/2022-02-13,0.0001923961939707,116
BA.1.1.1,2022-02-14/2022-02-20,0.0002207599640448,117
BA.1.1.1,2022-02-21/2022-02-27,0.0002385126328043,84
BA.1.1.1,2022-02-28/2022-03-06,0.0002359637952706,44
BA.1.1.1,2022-03-07/2022-03-13,0.0002996627872297,50
BA.1.1.1,2022-03-14/2022-03-20,0.0002734888690707,39
BA.1.1.1,2022-03-21/2022-03-27,0.0003140759410593,19
BA.1.1.1,2022-03-28/2022-04-03,0.0002695584409793,12
BA.1.1.11,2021-12-06/2021-12-12,3.246364023402764e-05,19
BA.1.1.11,2021-12-13/2021-12-19,5.347506518886031e-05,59
BA.1.1.11,2021-12-20/2021-12-26,7.757462441465061e-05,89
BA.1.1.11,2021-12-27/2022-01-02,0.0001061552009617,91
BA.1.1.11,2022-01-03/2022-01-09,0.0001253099393462,149
BA.1.1.11,2022-01-10/2022-01-16,0.0001181991074999,134
BA.1.1.11,2022-01-17/2022-01-23,0.0001538954492729,98
BA.1.1.11,2022-01-24/2022-01-30,0.0002128318066747,74
BA.1.1.11,2022-01-31/2022-02-06,0.0001676385922949,64
BA.1.1.11,2022-02-07/2022-02-13,0.0001801621037149,75
BA.1.1.11,2022-02-14/2022-02-20,0.0002942182568588,38
BA.1.1.11,2022-02-21/2022-02-27,0.0002069300969076,28
BA.1.1.11,2022-02-28/2022-03-06,0.00019149094894,26
BA.1.1.11,2022-03-07/2022-03-13,0.0002572588187645,18
BA.1.1.12,2021-12-13/2021-12-19,2.2294307148669587e-05,24
BA.1.1.12,2021-12-20/2021-12-26,3.821881225486215e-05,15
BA.1.1.12,2021-12-27/2022-01-02,9.56625569188646e-05,38
BA.1.1.12,2022-01-03/2022-01-09,8.938270607991954e-05,63
BA.1.1.12,2022-01-10/2022-01-16,0.0001170216448387,76
BA.1.1.12,2022-01-17/2022-01-23,0.0001335222916374,120
BA.1.1.12,2022-01-24/2022-01-30,0.0001440701278218,125
BA.1.1.12,2022-01-31/2022-02-06,0.0001484630252522,146
BA.1.1.12,2022-02-07/2022-02-13,0.0001683953811363,102
BA.1.1.12,2022-02-14/2022-02-20,0.0001652019618812,103
BA.1.1.12,2022-02-21/2022-02-27,0.0002163681402259,60
BA.1.1.12,2022-02-28/2022-03-06,0.0002272668159034,55
BA.1.1.12,2022-03-07/2022-03-13,0.0002324977745504,28
BA.1.1.12,2022-03-14/2022-03-20,0.0002647937884149,19
BA.1.1.13,2021-12-13/2021-12-19,3.344146072300438e-05,36
BA.1.1.13,2021-12-20/2021-12-26,6.336987910743052e-05,45
BA.1.1.13,2021-12-27/2022-01-02,8.473221456068895e-05,70
BA.1.1.13,2022-01-03/2022-01-09,0.0001095247840425,77
BA.1.1.13,2022-01-10/2022-01-16,0.0001235113587588,71
BA.1.1.13,2022-01-17/2022-01-23,0.0001282020044451,102
BA.1.1.13,2022-01-24/2022-01-30,0.000139663917629,114
BA.1.1.13,2022-01-31/2022-02-06,0.000148273897765,117
BA.1.1.13,2022-02-07/2022-02-13,0.0001466604642833,113
BA.1.1.13,2022-02-14/2022-02-20,0.0001534131378674,88
BA.1.1.13,2022-02-21/2022-02-27,0.0001765127535553,70
BA.1.1.13,2022-02-28/2022-03-06,0.0001455499766706,36
BA.1.1.13,2022-03-07/2022-03-13,0.0001516982203811,24
BA.1.1.13,2022-03-14/2022-03-20,0.0002127737384013,19
BA.1.1.14,2021-12-13/2021-12-19,7.216315208648314e-05,20
BA.1.1.14,2021-12-20/2021-12-26,0.0001851396811041,24
BA.1.1.14,2021-12-27/2022-01-02,0.0001467370761421,45
BA.1.1.14,2022-01-03/2022-01-09,0.000126122080441,71
BA.1.1.14,2022-01-10/2022-01-16,0.0001460277118237,81
BA.1.1.14,2022-01-17/2022-01-23,0.0001526761927056,112
BA.1.1.14,2022-01-24/2022-01-30,0.0001761097772903,86
BA.1.1.14,2022-01-31/2022-02-06,0.0001993040448337,114
BA.1.1.14,2022-02-07/2022-02-13,0.0002009332821625,126
BA.1.1.14,2022-02-14/2022-02-20,0.0002245110227586,105
BA.1.1.14,2022-02-21/2022-02-27,0.0002507100254605,71
BA.1.1.14,2022-02-28/2022-03-06,0.0002268849634753,46
BA.1.1.14,2022-03-07/2022-03-13,0.0002627628500303,34
BA.1.1.14,2022-03-14/2022-03-20,0.0002848717024552,28
BA.1.1.14,2022-03-21/2022-03-27,0.000276652084163,22
BA.1.1.15,2021-12-13/2021-12-19,9.032790251202904e-05,31
BA.1.1.15,2021-12-20/2021-12-26,0.0001229987059168,33
BA.1.1.15,2021-12-27/2022-01-02,0.0001431060377819,73
BA.1.1.15,2022-01-03/2022-01-09,0.0001405699496192,78
BA.1.1.15,2022-01-10/2022-01-16,0.0001250679028285,97
BA.1.1.15,2022-01-17/2022-01-23,0.0001438646748135,88
BA.1.1.15,2022-01-24/2022-01-30,0.000162556206838,95
BA.1.1.15,2022-01-31/2022-02-06,0.000192236183136,132
BA.1.1.15,2022-02-07/2022-02-13,0.0001943277925858,115
BA.1.1.15,2022-02-14/2022-02-20,0.0001955903921278,85
BA.1.1.15,2022-02-21/2022-02-27,0.0001638565223322,64
BA.1.1.15,2022-02-28/2022-03-06,0.0002110074607083,41
BA.1.1.15,2022-03-07/2022-03-13,0.0002148074473054,32
BA.1.1.18,2021-12-13/2021-12-19,6.817742960302829e-05,31
BA.1.1.18,2021-12-20/2021-12-26,5.428308030480587e-05,48
BA.1.1.18,2021-12-27/2022-01-02,9.7041484193275e-05,105
BA.1.1.18,2022-01-03/2022-01-09,0.0001475159303677,123
BA.1.1.18,2022-01-10/2022-01-16,0.0001401224841864,122
BA.1.1.18,2022-01-17/2022-01-23,0.0001538861504192,107
BA.1.1.18,2022-01-24/2022-01-30,0.0001629933224468,115
BA.1.1.18,2022-01-31/2022-02-06,0.0001843509066411,125
BA.1.1.18,2022-02-07/2022-02-13,0.0001593576604834,74
BA.1.1.18,2022-02-14/2022-02-20,0.0001666813036278,58
BA.1.1.18,2022-02-21/2022-02-27,0.0001591002828336,34
BA.1.1.18,2022-02-28/2022-03-06,0.0002360263096292,20
BA.1.1.18,2022-03-14/2022-03-20,0.0002298340391508,11
BA.1.1.2,2021-12-13/2021-12-19,5.573576787167397e-05,10
BA.1.1.2,2021-12-20/2021-12-26,5.743207385037709e-05,24
BA.1.1.2,2021-12-27/2022-01-02,0.0001073712540789,66
BA.1.1.2,2022-01-03/2022-01-09,0.0001082776631699,71
BA.1.1.2,2022-01-10/2022-01-16,0.0001066677260513,108
BA.1.1.2,2022-01-17/2022-01-23,0.0001124012842252,107
BA.1.1.2,2022-01-24/2022-01-30,0.0001586921659909,138
BA.1.1.2,2022-01-31/2022-02-06,0.0001738805546228,116
BA.1.1.2,2022-02-07/2022-02-13,0.0001824412385271,86
BA.1.1.2,2022-02-14/2022-02-20,0.0002192142701149,72
BA.1.1.2,2022-02-21/2022-02-27,0.0001830180622561,49
BA.1.1.2,2022-02-28/2022-03-06,0.0002091936207364,42
BA.1.1.2,2022-03-07/2022-03-13,0.0002251287878738,18
BA.1.1.2,2022-03-14/2022-03-20,0.0002548805511718,28
BA.1.1.2,2022-03-21/2022-03-27,0.0002915222989114,24
BA.1.1.2,2022-03-28/2022-04-03,0.0002468298291459,22
BA.1.12,2021-12-06/2021-12-12,2.289834010097344e-05,29
BA.1.12,2021-12-13/2021-12-19,5.568268618798666e-05,36
BA.1.12,2021-12-20/2021-12-26,7.693363368516309e-05,61
BA.1.12,2021-12-27/2022-01-02,0.0001067997843779,117
BA.1.12,2022-01-03/2022-01-09,0.0001089219430623,127
BA.1.12,2022-01-10/2022-01-16,0.0001446501894019,151
BA.1.12,2022-01-17/2022-01-23,0.0001368946497661,147
BA.1.12,2022-01-24/2022-01-30,0.0001734381202367,86
BA.1.12,2022-01-31/2022-02-06,0.000165688484879,86
BA.1.12,2022-02-07/2022-02-13,0.0001774509778471,73
BA.1.12,2022-02-14/2022-02-20,0.0001845743815367,35
BA.1.12,2022-02-21/2022-02-27,0.0002427146017738,20
BA.1.12,2022-02-28/2022-03-06,0.0002348252022197,14
BA.1.14,2021-11-29/2021-12-05,6.394301281101937e-05,14
BA.1.14,2021-12-06/2021-12-12,4.545161973535219e-05,31
BA.1.14,2021-12-13/2021-12-19,9.241176262129612e-05,68
BA.1.14,2021-12-20/2021-12-26,0.0001102905317761,77
BA.1.14,2021-12-27/2022-01-02,0.0001236738060322,101
BA.1.14,2022-01-03/2022-01-09,0.0001411051662747,120
BA.1.14,2022-01-10/2022-01-16,0.0001403297659678,121
BA.1.14,2022-01-17/2022-01-23,0.0001642000371224,111
BA.1.14,2022-01-24/2022-01-30,0.0001656250693065,87
BA.1.14,2022-01-31/2022-02-06,0.000192899854437,77
BA.1.14,2022-02-07/2022-02-13,0.0002034874804656,70
BA.1.14,2022-02-14/2022-02-20,0.0001837778886426,50
BA.1.14,2022-02-21/2022-02-27,0.000258014748345,23
BA.1.14,2022-02-28/2022-03-06,0.0002362951565372,14
BA.1.14,2022-03-07/2022-03-13,0.0002535671197678,14
BA.1.15,2021-12-13/2021-12-19,0.0001221836784464,41
BA.1.15,2021-12-20/2021-12-26,0.0001431670567498,84
BA.1.15,2021-12-27/2022-01-02,0.0001708194989855,135
BA.1.15,2022-01-03/2022-01-09,0.0001512688296447,153
BA.1.15,2022-01-10/2022-01-16,0.0001922761495379,105
BA.1.15,2022-01-17/2022-01-23,0.0001952502570673,103
BA.1.15,2022-01-24/2022-01-30,0.0002096882628247,85
BA.1.15,2022-01-31/2022-02-06,0.0002003015579152,61
BA.1.15,2022-02-07/2022-02-13,0.0002376560951039,77
BA.1.15,2022-02-14/2022-02-20,0.0002110431499096,47
BA.1.15,2022-02-21/2022-02-27,0.0002887112775752,36
BA.1.15,2022-02-28/2022-03-06,0.0002723090373158,14
BA.1.15.1,2021-12-06/2021-12-12,4.096817125610224e-05,27
BA.1.15.1,2021-12-13/2021-12-19,8.015747229288251e-05,115
BA.1.15.1,2021-12-20/2021-12-26,0.0001378716791483,84
BA.1.15.1,2021-12-27/2022-01-02,0.0001279020716109,121
BA.1.15.1,2022-01-03/2022-01-09,0.0001469137676207,117
BA.1.15.1,2022-01-10/2022-01-16,0.0001453229537672,121
BA.1.15.1,2022-01-17/2022-01-23,0.0001508842800579,109
BA.1.15.1,2022-01-24/2022-01-30,0.0001721676241442,79
BA.1.15.1,2022-01-31/2022-02-06,0.0001996857131623,83
BA.1.15.1,2022-02-07/2022-02-13,0.000208092795708,60
BA.1.15.1,2022-02-14/2022-02-20,0.0002670539506308,36
BA.1.15.1,2022-02-21/2022-02-27,0.0002447914924923,25
BA.1.16,2021-12-06/2021-12-12,4.502575757476407e-05,18
BA.1.16,2021-12-13/2021-12-19,7.269149228149997e-05,75
BA.1.16,2021-12-20/2021-12-26,0.0001128493205951,104
BA.1.16,2021-12-27/2022-01-02,0.0001193880720138,133
BA.1.16,2022-01-03/2022-01-09,0.0001391498948613,132
BA.1.16,2022-01-10/2022-01-16,0.0001372611922805,131
BA.1.16,2022-01-17/2022-01-23,0.0001603066847356,99
BA.1.16,2022-01-24/2022-01-30,0.0001544101410778,84
BA.1.16,2022-01-31/2022-02-06,0.0001830708319769,80
BA.1.16,2022-02-07/2022-02-13,0.0002270364524713,61
BA.1.16,2022-02-14/2022-02-20,0.0002355234305205,36
BA.1.16,2022-02-21/2022-02-27,0.0002188448532608,17
BA.1.16,2022-02-28/2022-03-06,0.0002663156326668,11
BA.1.17,2021-12-06/2021-12-12,0.0001067339954742,16
BA.1.17,2021-12-13/2021-12-19,0.0001348081741353,56
BA.1.17,2021-12-20/2021-12-26,0.0001512694446261,54
BA.1.17,2021-12-27/2022-01-02,0.000174242847148,128
BA.1.17,2022-01-03/2022-01-09,0.0002204352495267,153
BA.1.17,2022-01-10/2022-01-16,0.0002071828415631,123
BA.1.17,2022-01-17/2022-01-23,0.0002077351691102,105
BA.1.17,2022-01-24/2022-01-30,0.000265152813065,86
BA.1.17,2022-01-31/2022-02-06,0.0002400906390578,80
BA.1.17,2022-02-07/2022-02-13,0.0002298489644082,59
BA.1.17,2022-02-14/2022-02-20,0.0003171748798397,39
BA.1.17,2022-02-21/2022-02-27,0.0002880887741938,22
BA.1.17,2022-02-28/2022-03-06,0.0002300367146703,12
BA.1.17.2,2021-12-06/2021-12-12,9.236212961591686e-05,15
BA.1.17.2,2021-12-13/2021-12-19,0.0001197298069123,67
BA.1.17.2,2021-12-20/2021-12-26,0.0001534124612398,84
BA.1.17.2,2021-12-27/2022-01-02,0.0001600584610349,140
BA.1.17.2,2022-01-03/2022-01-09,0.0001538233937046,166
BA.1.17.2,2022-01-10/2022-01-16,0.0001640022226722,128
BA.1.17.2,2022-01-17/2022-01-23,0.0001714461554347,96
BA.1.17.2,2022-01-24/2022-01-30,0.0001811460421206,84
BA.1.17.2,2022-01-31/2022-02-06,0.0002211637136391,72
BA.1.17.2,2022-02-07/2022-02-13,0.0002438672280643,68
BA.1.17.2,2022-02-14/2022-02-20,0.0002398217574656,39
BA.1.17.2,2022-02-21/2022-02-27,0.0002151400639846,16
BA.1.17.2,2022-02-28/2022-03-06,0.0002467236657786,10
BA.1.18,2021-12-13/2021-12-19,0.0001394986647302,21
BA.1.18,2021-12-20/2021-12-26,0.0001656148531044,57
BA.1.18,2021-12-27/2022-01-02,0.0001879121092354,81
BA.1.18,2022-01-03/2022-01-09,0.0001748377630396,111
BA.1.18,2022-01-10/2022-01-16,0.0002012639082643,92
BA.1.18,2022-01-17/2022-01-23,0.0001979113137172,103
BA.1.18,2022-01-24/2022-01-30,0.0002192761608877,103
BA.1.18,2022-01-31/2022-02-06,0.0002138828279422,73
BA.1.18,2022-02-07/2022-02-13,0.0002282233021271,96
BA.1.18,2022-02-14/2022-02-20,0.0002422751979652,66
BA.1.18,2022-02-21/2022-02-27,0.0002758678180222,46
BA.1.18,2022-02-28/2022-03-06,0.0002515007152809,38
BA.1.18,2022-03-07/2022-03-13,0.0002863515554549,22
BA.1.18,2022-03-14/2022-03-20,0.0003565449856496,17
BA.1.20,2021-12-13/2021-12-19,5.92795309798126e-05,71
BA.1.20,2021-12-20/2021-12-26,8.504014067018297e-05,97
BA.1.20,2021-12-27/2022-01-02,0.0001405491541831,182
BA.1.20,2022-01-03/2022-01-09,0.0001483621315324,113
BA.1.20,2022-01-10/2022-01-16,0.000173556584388,97
BA.1.20,2022-01-17/2022-01-23,0.0001862403774039,121
BA.1.20,2022-01-24/2022-01-30,0.0001883946906185,66
BA.1.20,2022-01-31/2022-02-06,0.0002207136407718,65
BA.1.20,2022-02-07/2022-02-13,0.0002280597977175,62
BA.1.20,2022-02-14/2022-02-20,0.0002254909923036,36
BA.1.20,2022-02-21/2022-02-27,0.0002508933235523,29
BA.1.20,2022-02-28/2022-03-06,0.000255772051244,14
BA.2,2022-01-10/2022-01-16,8.69477978798114e-05,10
BA.2,2022-01-17/2022-01-23,0.0001122146793149,10
BA.2,2022-01-24/2022-01-30,0.0001389106830032,14
BA.2,2022-01-31/2022-02-06,0.0001912710002199,28
BA.2,2022-02-07/2022-02-13,0.0002002967489619,20
BA.2,2022-02-14/2022-02-20,0.000204205237145,36
BA.2,2022-02-21/2022-02-27,0.0001898688111167,51
BA.2,2022-02-28/2022-03-06,0.0002129736677691,64
BA.2,2022-03-07/2022-03-13,0.0002005898020211,83
BA.2,2022-03-14/2022-03-20,0.0002260670217322,104
BA.2,2022-03-21/2022-03-27,0.000222034477227,114
BA.2,2022-03-28/2022-04-03,0.0002195471179079,89
BA.2,2022-04-04/2022-04-10,0.0002450563230241,68
BA.2,2022-04-11/2022-04-17,0.0002824067398979,61
BA.2,2022-04-18/2022-04-24,0.0002893710070725,50
BA.2,2022-04-25/2022-05-01,0.0002984785214127,32
BA.2,2022-05-02/2022-05-08,0.000329110099667,30
BA.2,2022-05-09/2022-05-15,0.0003012744209279,37
BA.2,2022-05-16/2022-05-22,0.0003509706013318,29
BA.2,2022-05-23/2022-05-29,0.0003280213867977,17
BA.2,2022-05-30/2022-06-05,0.0003983249543895,10
BA.2.1,2022-01-24/2022-01-30,3.706428563466319e-05,16
BA.2.1,2022-01-31/2022-02-06,7.831589947096753e-05,27
BA.2.1,2022-02-07/2022-02-13,6.156040667628134e-05,37
BA.2.1,2022-02-14/2022-02-20,0.0001036874594711,78
BA.2.1,2022-02-21/2022-02-27,9.336385611658392e-05,47
BA.2.1,2022-02-28/2022-03-06,0.0001327991881506,92
BA.2.1,2022-03-07/2022-03-13,0.0001550961156836,129
BA.2.1,2022-03-14/2022-03-20,0.0001653889460434,152
BA.2.1,2022-03-21/2022-03-27,0.0001680580988255,108
BA.2.1,2022-03-28/2022-04-03,0.000180762319106,84
BA.2.1,2022-04-04/2022-04-10,0.0002358393794782,48
BA.2.1,2022-04-11/2022-04-17,0.00023223500889,38
BA.2.1,2022-04-18/2022-04-24,0.0002690751378174,40
BA.2.1,2022-04-25/2022-05-01,0.0002277516475383,18
BA.2.1,2022-05-02/2022-05-08,0.000197013822955,24
BA.2.1,2022-05-09/2022-05-15,0.0002366626451166,13
BA.2.1,2022-05-16/2022-05-22,0.0002474668093502,10
BA.2.1,2022-05-23/2022-05-29,0.0002853671315029,15
BA.2.10,2022-01-10/2022-01-16,8.69477978798114e-05,10
BA.2.10,2022-01-17/2022-01-23,0.0001234761626695,13
BA.2.10,2022-01-24/2022-01-30,0.0001620624635037,13
BA.2.10,2022-01-31/2022-02-06,0.0002008709667348,43
BA.2.10,2022-02-07/2022-02-13,0.0001854706198751,55
BA.2.10,2022-02-14/2022-02-20,0.0001556263148745,75
BA.2.10,2022-02-21/2022-02-27,0.0001800087151398,73
BA.2.10,2022-02-28/2022-03-06,0.0002034704967867,88
BA.2.10,2022-03-07/2022-03-13,0.000181691461812,102
BA.2.10,2022-03-14/2022-03-20,0.000198028752856,112
BA.2.10,2022-03-21/2022-03-27,0.0001888058908,93
BA.2.10,2022-03-28/2022-04-03,0.000172281966879,69
BA.2.10,2022-04-04/2022-04-10,0.0002169858882,39
BA.2.10,2022-04-11/2022-04-17,0.0001986131971635,46
BA.2.10,2022-04-18/2022-04-24,0.0002327723349832,29
BA.2.10,2022-04-25/2022-05-01,0.0002258565320799,33
BA.2.10,2022-05-02/2022-05-08,0.0002254765154808,12
BA.2.10,2022-05-09/2022-05-15,0.0002245182127526,24
BA.2.10,2022-05-16/2022-05-22,0.0002541551014948,10
BA.2.10,2022-05-30/2022-06-05,0.0002966857797476,13
BA.2.10.1,2022-01-17/2022-01-23,7.031281485349639e-05,13
BA.2.10.1,2022-01-24/2022-01-30,6.080265586000797e-05,22
BA.2.10.1,2022-01-31/2022-02-06,0.0001121615976312,36
BA.2.10.1,2022-02-07/2022-02-13,7.68140219031434e-05,45
BA.2.10.1,2022-02-14/2022-02-20,0.0001124049877466,79
BA.2.10.1,2022-02-21/2022-02-27,0.0001029175621057,76
BA.2.10.1,2022-02-28/2022-03-06,0.0001465208889213,100
BA.2.10.1,2022-03-07/2022-03-13,0.0001584114137925,89
BA.2.10.1,2022-03-14/2022-03-20,0.0001934324491293,96
BA.2.10.1,2022-03-21/2022-03-27,0.0001722892978532,70
BA.2.10.1,2022-03-28/2022-04-03,0.0002029764187682,74
BA.2.10.1,2022-04-04/2022-04-10,0.0002038336653592,49
BA.2.10.1,2022-04-11/2022-04-17,0.0002182768211532,43
BA.2.10.1,2022-04-18/2022-04-24,0.0002698672798662,36
BA.2.10.1,2022-04-25/2022-05-01,0.0002025442317474,39
BA.2.10.1,2022-05-02/2022-05-08,0.0002221808729516,27
BA.2.10.1,2022-05-09/2022-05-15,0.0002213286561414,30
BA.2.10.1,2022-05-16/2022-05-22,0.0002810831273842,18
BA.2.12,2022-01-31/2022-02-06,5.487829451980206e-05,13
BA.2.12,2022-02-07/2022-02-13,7.08483120455745e-05,23
BA.2.12,2022-02-14/2022-02-20,0.0001084808360038,42
BA.2.12,2022-02-21/2022-02-27,0.0001240935434829,26
BA.2.12,2022-02-28/2022-03-06,0.0001426512551614,46
BA.2.12,2022-03-07/2022-03-13,0.0001821968061331,79
BA.2.12,2022-03-14/2022-03-20,0.0001510083870911,67
BA.2.12,2022-03-21/2022-03-27,0.0001503390768349,87
BA.2.12,2022-03-28/2022-04-03,0.0001977391963002,74
BA.2.12,2022-04-04/2022-04-10,0.0001768037239911,82
BA.2.12,2022-04-11/2022-04-17,0.0002079390330257,67
BA.2.12,2022-04-18/2022-04-24,0.0002507681914062,69
BA.2.12,2022-04-25/2022-05-01,0.0002529152650258,49
BA.2.12,2022-05-02/2022-05-08,0.0002384904172614,57
BA.2.12,2022-05-09/2022-05-15,0.000286756486876,46
BA.2.12,2022-05-16/2022-05-22,0.0003037260872683,39
BA.2.12,2022-05-23/2022-05-29,0.0003317744919098,20
BA.2.12,2022-05-30/2022-06-05,0.0003411028993746,21
BA.2.12,2022-06-06/2022-06-12,0.0002077424075216,12
BA.2.12,2022-06-13/2022-06-19,0.0004092018739378,11
BA.2.12,2022-06-20/2022-06-26,0.0003052605132663,13
BA.2.12.1,2022-03-28/2022-04-03,0.0001456561400379,10
BA.2.12.1,2022-04-04/2022-04-10,0.0001189029714595,19
BA.2.12.1,2022-04-11/2022-04-17,0.0001086847473497,17
BA.2.12.1,2022-04-18/2022-04-24,0.0001381571458152,45
BA.2.12.1,2022-04-25/2022-05-01,0.0001408619577283,41
BA.2.12.1,2022-05-02/2022-05-08,0.0001805655709852,72
BA.2.12.1,2022-05-09/2022-05-15,0.0001777367669784,97
BA.2.12.1,2022-05-16/2022-05-22,0.000203186814594,121
BA.2.12.1,2022-05-23/2022-05-29,0.0001986110537092,111
BA.2.12.1,2022-05-30/2022-06-05,0.0002382129480968,97
BA.2.12.1,2022-06-06/2022-06-12,0.0002537703767254,113
BA.2.12.1,2022-06-13/2022-06-19,0.0002453334747868,88
BA.2.12.1,2022-06-20/2022-06-26,0.0002535047160468,53
BA.2.12.1,2022-06-27/2022-07-03,0.0002597715519495,40
BA.2.12.1,2022-07-04/2022-07-10,0.0002903747758779,26
BA.2.12.1,2022-07-11/2022-07-17,0.0003491141504049,14
BA.2.18,2022-02-28/2022-03-06,4.887598105669871e-05,13
BA.2.18,2022-03-07/2022-03-13,5.892066889291248e-05,21
BA.2.18,2022-03-14/2022-03-20,5.879608172636332e-05,38
BA.2.18,2022-03-21/2022-03-27,6.937324298921122e-05,48
BA.2.18,2022-03-28/2022-04-03,0.0001177139417449,50
BA.2.18,2022-04-04/2022-04-10,0.0001063428743746,53
BA.2.18,2022-04-11/2022-04-17,0.00012959172733,53
BA.2.18,2022-04-18/2022-04-24,0.0001511799994735,72
BA.2.18,2022-04-25/2022-05-01,0.0001460005236443,41
BA.2.18,2022-05-02/2022-05-08,0.0001685102176691,77
BA.2.18,2022-05-09/2022-05-15,0.000198135392799,74
BA.2.18,2022-05-16/2022-05-22,0.0001868901940352,62
BA.2.18,2022-05-23/2022-05-29,0.0002228802706214,71
BA.2.18,2022-05-30/2022-06-05,0.0002158775672589,74
BA.2.18,2022-06-06/2022-06-12,0.000208181033646,67
BA.2.18,2022-06-13/2022-06-19,0.0002475794667533,48
BA.2.18,2022-06-20/2022-06-26,0.0002499030424617,52
BA.2.18,2022-06-27/2022-07-03,0.0002673669495243,29
BA.2.18,2022-07-04/2022-07-10,0.0002758124284392,15
BA.2.23,2022-02-07/2022-02-13,0.0001006428722711,15
BA.2.23,2022-02-14/2022-02-20,7.039669811617951e-05,24
BA.2.23,2022-02-21/2022-02-27,8.394212813061829e-05,39
BA.2.23,2022-02-28/2022-03-06,0.0001002509812455,68
BA.2.23,2022-03-07/2022-03-13,0.0001139369561121,84
BA.2.23,2022-03-14/2022-03-20,0.0001180667894034,119
BA.2.23,2022-03-21/2022-03-27,0.0001395002585089,110
BA.2.23,2022-03-28/2022-04-03,0.0001430526166975,67
BA.2.23,2022-04-04/2022-04-10,0.0001565513805371,60
BA.2.23,2022-04-11/2022-04-17,0.0001666928196038,66
BA.2.23,2022-04-18/2022-04-24,0.0001990372282782,90
BA.2.23,2022-04-25/2022-05-01,0.0002126790041046,56
BA.2.23,2022-05-02/2022-05-08,0.0001316083292969,31
BA.2.23,2022-05-09/2022-05-15,0.0002086498571474,42
BA.2.23,2022-05-16/2022-05-22,0.0001940916151766,18
BA.2.23,2022-05-23/2022-05-29,0.0002284579790445,20
BA.2.23,2022-05-30/2022-06-05,0.0002360573698094,17
BA.2.23,2022-06-06/2022-06-12,0.0002969196361163,12
BA.2.3,2022-01-31/2022-02-06,0.0001451916753057,16
BA.2.3,2022-02-07/2022-02-13,0.0001228142534154,19
BA.2.3,2022-02-14/2022-02-20,0.0001611482236233,42
BA.2.3,2022-02-21/2022-02-27,0.0001577292425544,34
BA.2.3,2022-02-28/2022-03-06,0.0001839118786814,46
BA.2.3,2022-03-07/2022-03-13,0.0001726481761929,64
BA.2.3,2022-03-14/2022-03-20,0.0002060571449059,97
BA.2.3,2022-03-21/2022-03-27,0.0002085911112597,96
BA.2.3,2022-03-28/2022-04-03,0.0002240555010299,77
BA.2.3,2022-04-04/2022-04-10,0.0002308377132231,82
BA.2.3,2022-04-11/2022-04-17,0.0002618585808399,64
BA.2.3,2022-04-18/2022-04-24,0.0002758849236287,69
BA.2.3,2022-04-25/2022-05-01,0.0002818213879724,48
BA.2.3,2022-05-02/2022-05-08,0.0002700032266217,52
BA.2.3,2022-05-09/2022-05-15,0.0003032556589055,36
BA.2.3,2022-05-16/2022-05-22,0.0002719544430726,39
BA.2.3,2022-05-23/2022-05-29,0.0003546771671755,29
BA.2.3,2022-05-30/2022-06-05,0.0004081825352954,17
BA.2.3,2022-06-06/2022-06-12,0.000336962528047,15
BA.2.36,2022-02-21/2022-02-27,8.512371820401115e-05,12
BA.2.36,2022-02-28/2022-03-06,0.0001175368987176,17
BA.2.36,2022-03-07/2022-03-13,0.0001400607060869,35
BA.2.36,2022-03-14/2022-03-20,0.0001528849002346,45
BA.2.36,2022-03-21/2022-03-27,0.0001535110731797,58
BA.2.36,2022-03-28/2022-04-03,0.0001646379959853,58
BA.2.36,2022-04-04/2022-04-10,0.0001969330464799,46
BA.2.36,2022-04-11/2022-04-17,0.0001911108141142,59
BA.2.36,2022-04-18/2022-04-24,0.0002327073075123,57
BA.2.36,2022-04-25/2022-05-01,0.0002468587827916,45
BA.2.36,2022-05-02/2022-05-08,0.0002447073041996,66
BA.2.36,2022-05-09/2022-05-15,0.0002545520009484,87
BA.2.36,2022-05-16/2022-05-22,0.00026517729723,77
BA.2.36,2022-05-23/2022-05-29,0.0002716127771277,68
BA.2.36,2022-05-30/2022-06-05,0.0002937985576473,63
BA.2.36,2022-06-06/2022-06-12,0.0002693991959283,56
BA.2.36,2022-06-13/2022-06-19,0.0003042078823948,38
BA.2.36,2022-06-20/2022-06-26,0.0002881792543364,33
BA.2.36,2022-06-27/2022-07-03,0.0003005360032296,18
BA.2.36,2022-07-04/2022-07-10,0.0003572156031775,12
BA.2.37,2022-01-31/2022-02-06,0.0001490533677939,15
BA.2.37,2022-02-07/2022-02-13,0.0001894259513502,52
BA.2.37,2022-02-14/2022-02-20,0.0001994886533325,52
BA.2.37,2022-02-21/2022-02-27,0.0002109500634405,82
BA.2.37,2022-02-28/2022-03-06,0.0001977019425515,101
BA.2.37,2022-03-07/2022-03-13,0.0002133915520505,123
BA.2.37,2022-03-14/2022-03-20,0.0002541527807827,132
BA.2.37,2022-03-21/2022-03-27,0.00025680341287,117
BA.2.37,2022-03-28/2022-04-03,0.0002596043860516,68
BA.2.37,2022-04-04/2022-04-10,0.0002887163215361,52
