lineage,time_bin,pi_valid_sites,pi_total_length,n_samples
B.1,2020-05-11/2020-05-17,0.00031783678909385444,0.00031783678909385444,27
B.1,2020-05-18/2020-05-24,0.0003007971388190232,0.0003007971388190232,20
B.1,2020-05-25/2020-05-31,0.0003842727850352503,0.0003842727850352503,11
B.1,2020-06-01/2020-06-07,0.00028564581034232905,0.00028564581034232905,16
B.1,2020-06-08/2020-06-14,0.0003627891799647141,0.0003627891799647141,12
B.1,2020-06-15/2020-06-21,0.0003500206222341125,0.0003500206222341125,6
B.1,2020-06-22/2020-06-28,0.00041085223173976845,0.00041085223173976845,7
B.1,2020-06-29/2020-07-05,0.0003727202804218488,0.0003727202804218488,11
B.1,2020-07-06/2020-07-12,0.0003983576200410632,0.0003983576200410632,14
B.1,2020-07-13/2020-07-19,0.0006051311940353177,0.0006051311940353177,7
B.1,2020-07-20/2020-07-26,0.0003845767983145504,0.0003845767983145504,4
B.1,2020-07-27/2020-08-02,0.0003901503751017178,0.0003901503751017178,6
B.1,2020-08-03/2020-08-09,0.0004383220030479503,0.0004383220030479503,8
B.1,2020-08-10/2020-08-16,0.00044031256618622436,0.00044031256618622436,4
B.1,2020-08-17/2020-08-23,0.00040649953367740847,0.00040649953367740847,10
B.1,2020-08-24/2020-08-30,0.000496419905843709,0.000496419905843709,10
B.1,2020-08-31/2020-09-06,0.0005326312653336696,0.0005326312653336696,11
B.1,2020-09-07/2020-09-13,0.0007584045556824206,0.0007584045556824206,8
B.1,2020-09-14/2020-09-20,0.0004770981729815293,0.0004770981729815293,6
B.1,2020-09-21/2020-09-27,0.0004697005165185613,0.0004697005165185613,12
B.1,2020-09-28/2020-10-04,0.000622382741233692,0.000622382741233692,9
B.1,2020-10-05/2020-10-11,0.0006146858970990331,0.0006146858970990331,7
B.1,2020-10-12/2020-10-18,0.0008097610846498918,0.0008097610846498918,8
B.1,2020-10-19/2020-10-25,0.000529489794780902,0.000529489794780902,9
B.1,2020-10-26/2020-11-01,0.0008174579287845501,0.0008174579287845501,10
B.1,2020-11-02/2020-11-08,0.0006967984361556923,0.0006967984361556923,11
B.1,2020-11-09/2020-11-15,0.0007113910735620938,0.0007113910735620938,12
B.1,2020-11-16/2020-11-22,0.0006874078037506446,0.0006874078037506446,9
B.1,2020-11-23/2020-11-29,0.0008156000698554946,0.0008156000698554946,9
B.1,2020-11-30/2020-12-06,0.0007334827051912284,0.0007334827051912284,10
B.1,2020-12-07/2020-12-13,0.0008071552565416069,0.0008071552565416069,12
B.1,2020-12-14/2020-12-20,0.00048155703441126303,0.00048155703441126303,5
B.1,2020-12-21/2020-12-27,0.0006974933236512343,0.0006974933236512343,7
B.1,2020-12-28/2021-01-03,0.0007357121359060964,0.0007357121359060964,7
B.1,2021-01-04/2021-01-10,0.0009307873234569552,0.0009307873234569552,4
B.1,2021-01-11/2021-01-17,0.0007654378787709877,0.0007654378787709877,10
B.1,2021-01-18/2021-01-24,0.0007756561028807947,0.0007756561028807947,9
B.1,2021-01-25/2021-01-31,0.001065667881706405,0.001065667881706405,6
B.1,2021-02-01/2021-02-07,0.0010020494838071665,0.0010020494838071665,8
B.1,2021-02-08/2021-02-14,0.000682205798749289,0.000682205798749289,5
B.1,2021-02-15/2021-02-21,0.0010738424609942495,0.0010738424609942495,10
B.1,2021-02-22/2021-02-28,0.0009289294645278973,0.0009289294645278973,10
B.1,2021-03-01/2021-03-07,0.000815732774064714,0.000815732774064714,8
B.1,2021-03-08/2021-03-14,0.0007150899017935767,0.0007150899017935767,16
B.1,2021-03-15/2021-03-21,0.0009530816306056243,0.0009530816306056243,5
B.1,2021-03-22/2021-03-28,0.0010634384509915376,0.0010634384509915376,5
B.1,2021-03-29/2021-04-04,0.0009809495145414624,0.0009809495145414624,3
B.1,2021-04-05/2021-04-11,0.001237334046751162,0.001237334046751162,2
B.1,2021-04-12/2021-04-18,0.0011370096645821493,0.0011370096645821493,3
B.1,2021-04-19/2021-04-25,0.002039929104103267,0.002039929104103267,2
B.1,2021-05-03/2021-05-09,0.0013663225381113195,0.0013663225381113195,7
B.1,2021-05-10/2021-05-16,0.0017723974183192321,0.0017723974183192321,2
B.1,2021-05-24/2021-05-30,0.0007357121359060964,0.0007357121359060964,2
B.1,2021-06-07/2021-06-13,0.0008360365180751095,0.0008360365180751095,2
B.1,2021-06-21/2021-06-27,0.0015383071932582005,0.0015383071932582005,3
B.1,2021-07-19/2021-07-25,0.0008694779787981139,0.0008694779787981139,2
B.1,2021-08-30/2021-09-05,0.0006688292144600876,0.0006688292144600876,2
B.1,2021-09-06/2021-09-12,0.0004124446822503874,0.0004124446822503874,4
B.1,2021-10-04/2021-10-10,0.0008025950573521054,0.0008025950573521054,3
B.1,2021-10-11/2021-10-17,0.00043473898939905693,0.00043473898939905693,2
B.1.1,2020-02-24/2020-03-01,8.917722859467835e-05,8.917722859467835e-05,3
B.1.1,2020-03-02/2020-03-08,0.00011704511253051533,0.00011704511253051533,4
B.1.1,2020-03-09/2020-03-15,0.00010247558724476209,0.00010247558724476209,19
B.1.1,2020-03-16/2020-03-22,0.00010083107096784642,0.00010083107096784642,33
B.1.1,2020-03-23/2020-03-29,8.312009948351038e-05,8.312009948351038e-05,73
B.1.1,2020-03-30/2020-04-05,0.0001223017969919915,0.0001223017969919915,92
B.1.1,2020-04-06/2020-04-12,0.0001120818071257401,0.0001120818071257401,80
B.1.1,2020-04-13/2020-04-19,0.00014444768878539075,0.00014444768878539075,58
B.1.1,2020-04-20/2020-04-26,0.00015085205369857977,0.00015085205369857977,61
B.1.1,2020-04-27/2020-05-03,0.0001868109185216103,0.0001868109185216103,59
B.1.1,2020-05-04/2020-05-10,0.00017561396096177958,0.00017561396096177958,43
B.1.1,2020-05-11/2020-05-17,0.00021896439513401005,0.00021896439513401005,26
B.1.1,2020-05-18/2020-05-24,0.0001948405106335044,0.0001948405106335044,20
B.1.1,2020-05-25/2020-05-31,0.00025228631398384153,0.00025228631398384153,17
B.1.1,2020-06-01/2020-06-07,0.0001875508588881829,0.0001875508588881829,16
B.1.1,2020-06-08/2020-06-14,0.0002597286782820008,0.0002597286782820008,25
B.1.1,2020-06-15/2020-06-21,0.0002576959620419745,0.0002576959620419745,17
B.1.1,2020-06-22/2020-06-28,0.0003572156031775468,0.0003572156031775468,12
B.1.1,2020-06-29/2020-07-05,0.0002151400639846615,0.0002151400639846615,16
B.1.1,2020-07-06/2020-07-12,0.000438454707257168,0.000438454707257168,9
B.1.1,2020-07-13/2020-07-19,0.000358735669574047,0.000358735669574047,11
B.1.1,2020-07-20/2020-07-26,0.00031583601793948573,0.00031583601793948573,9
B.1.1,2020-07-27/2020-08-02,0.00040008147555885233,0.00040008147555885233,11
B.1.1,2020-08-03/2020-08-09,0.0004191329743949883,0.0004191329743949883,6
B.1.1,2020-08-10/2020-08-16,0.0002961957949751817,0.0002961957949751817,7
B.1.1,2020-08-17/2020-08-23,0.00022931287352917287,0.00022931287352917287,7
B.1.1,2020-08-24/2020-08-30,0.0005117556868217333,0.0005117556868217333,12
B.1.1,2020-08-31/2020-09-06,0.0005662754015762068,0.0005662754015762068,10
B.1.1,2020-09-07/2020-09-13,0.00046579177435613245,0.00046579177435613245,8
B.1.1,2020-09-14/2020-09-20,0.0005870834215816314,0.0005870834215816314,9
B.1.1,2020-09-21/2020-09-27,0.0007261574328423807,0.0007261574328423807,7
B.1.1,2020-09-28/2020-10-04,0.0007134178287574269,0.0007134178287574269,7
B.1.1,2020-10-05/2020-10-11,0.00030336182227296834,0.00030336182227296834,8
B.1.1,2020-10-12/2020-10-18,0.0006309288923073492,0.0006309288923073492,6
B.1.1,2020-10-19/2020-10-25,0.0005326746958021412,0.0005326746958021412,8
B.1.1,2020-10-26/2020-11-01,0.0006227543130195028,0.0006227543130195028,10
B.1.1,2020-11-02/2020-11-08,0.0004614921579774604,0.0004614921579774604,5
B.1.1,2020-11-09/2020-11-15,0.000715408391895701,0.000715408391895701,8
B.1.1,2020-11-16/2020-11-22,0.0006783839175238031,0.0006783839175238031,8
B.1.1,2020-11-23/2020-11-29,0.0009764906531117265,0.0009764906531117265,5
B.1.1,2020-11-30/2020-12-06,0.0007357121359060965,0.0007357121359060965,3
B.1.1,2020-12-07/2020-12-13,0.0006487643380262846,0.0006487643380262846,5
B.1.1,2020-12-14/2020-12-20,0.0005551282480018726,0.0005551282480018726,5
B.1.1,2020-12-21/2020-12-27,0.0008561013945089111,0.0008561013945089111,5
B.1.1,2020-12-28/2021-01-03,0.000830462941287942,0.000830462941287942,4
B.1.1,2021-01-04/2021-01-10,0.0010299969902685337,0.0010299969902685337,6
B.1.1,2021-01-11/2021-01-17,0.0009764906531117265,0.0009764906531117265,5
B.1.1,2021-01-18/2021-01-24,0.0010099321138347308,0.0010099321138347308,5
B.1.1,2021-01-25/2021-01-31,0.0009013269890104983,0.0009013269890104983,7
B.1.1,2021-02-01/2021-02-07,0.0011548451103010843,0.0011548451103010843,6
B.1.1,2021-02-08/2021-02-14,0.0008669445348039481,0.0008669445348039481,12
B.1.1,2021-02-15/2021-02-21,0.0006279563180208593,0.0006279563180208593,10
B.1.1,2021-02-22/2021-02-28,0.0010589795895618046,0.0010589795895618046,6
B.1.1,2021-03-01/2021-03-07,0.000936360900244122,0.000936360900244122,7
B.1.1,2021-03-08/2021-03-14,0.0009169040503689219,0.0009169040503689219,11
B.1.1,2021-03-15/2021-03-21,0.0010868474734976416,0.0010868474734976416,5
B.1.1,2021-03-22/2021-03-28,0.0011136006420760446,0.0011136006420760446,5
B.1.1,2021-03-29/2021-04-04,0.001220613316389658,0.001220613316389658,5
B.1.1,2021-04-05/2021-04-11,0.00111471535743348,0.00111471535743348,3
B.1.1,2021-04-12/2021-04-18,0.0011991152344962984,0.0011991152344962984,7
B.1.1,2021-04-19/2021-04-25,0.0013153641217715055,0.0013153641217715055,3
B.1.1,2021-04-26/2021-05-02,0.0009586552073927928,0.0009586552073927928,3
B.1.1,2021-05-24/2021-05-30,0.0013376584289201752,0.0013376584289201752,2
B.1.1,2021-08-02/2021-08-08,0.0006019462930140788,0.0006019462930140788,2
B.1.1.222,2020-05-04/2020-05-10,0.0,0.0,2
B.1.1.222,2020-06-01/2020-06-07,0.00021736949469952846,0.00021736949469952846,4
B.1.1.222,2020-08-10/2020-08-16,6.688292144600876e-05,6.688292144600876e-05,2
B.1.1.222,2020-08-17/2020-08-23,0.0003544794836638463,0.0003544794836638463,5
B.1.1.222,2020-08-24/2020-08-30,0.0006688292144600876,0.0006688292144600876,2
B.1.1.222,2020-08-31/2020-09-06,0.0004960483340578982,0.0004960483340578982,4
B.1.1.222,2020-09-07/2020-09-13,0.0003678560679530482,0.0003678560679530482,4
B.1.1.222,2020-09-14/2020-09-20,0.00040448242969729127,0.00040448242969729127,7
B.1.1.222,2020-09-21/2020-09-27,0.00046149215797746036,0.00046149215797746036,5
B.1.1.222,2020-09-28/2020-10-04,0.0004904747572707311,0.0004904747572707311,6
B.1.1.222,2020-10-05/2020-10-11,0.00020540723305750486,0.00020540723305750486,23
B.1.1.222,2020-10-12/2020-10-18,0.0001264836643413421,0.0001264836643413421,44
B.1.1.222,2020-10-19/2020-10-25,0.00040396315235687177,0.00040396315235687177,24
B.1.1.222,2020-10-26/2020-11-01,0.00026814670115365345,0.00026814670115365345,30
B.1.1.222,2020-11-02/2020-11-08,0.00041967111284340377,0.00041967111284340377,30
B.1.1.222,2020-11-09/2020-11-15,0.00044521731375893206,0.00044521731375893206,25
B.1.1.222,2020-11-16/2020-11-22,0.0004872033100260892,0.0004872033100260892,24
B.1.1.222,2020-11-23/2020-11-29,0.00042746910663318626,0.00042746910663318626,23
B.1.1.222,2020-11-30/2020-12-06,0.000561359221025476,0.000561359221025476,27
B.1.1.222,2020-12-07/2020-12-13,0.000626077347058518,0.000626077347058518,33
B.1.1.222,2020-12-14/2020-12-20,0.0007022931946852636,0.0007022931946852636,55
B.1.1.222,2020-12-21/2020-12-27,0.0006690766671292866,0.0006690766671292866,44
B.1.1.222,2020-12-28/2021-01-03,0.0006279277355757992,0.0006279277355757992,40
B.1.1.222,2021-01-04/2021-01-10,0.0007121850847150883,0.0007121850847150883,51
B.1.1.222,2021-01-11/2021-01-17,0.0007448815686849854,0.0007448815686849854,32
B.1.1.222,2021-01-18/2021-01-24,0.0008182554487150772,0.0008182554487150772,41
B.1.1.222,2021-01-25/2021-01-31,0.0008493370990444825,0.0008493370990444825,33
B.1.1.222,2021-02-01/2021-02-07,0.0007803007502034359,0.0007803007502034359,37
B.1.1.222,2021-02-08/2021-02-14,0.000862498363583698,0.000862498363583698,58
B.1.1.222,2021-02-15/2021-02-21,0.0008196264460919044,0.0008196264460919044,61
B.1.1.222,2021-02-22/2021-02-28,0.0008154952323026035,0.0008154952323026035,47
B.1.1.222,2021-03-01/2021-03-07,0.0008458566295572636,0.0008458566295572636,36
B.1.1.222,2021-03-08/2021-03-14,0.0008402552869663179,0.0008402552869663179,26
B.1.1.222,2021-03-15/2021-03-21,0.0009314206844554938,0.0009314206844554938,33
B.1.1.222,2021-03-22/2021-03-28,0.000845880757595298,0.000845880757595298,22
B.1.1.222,2021-03-29/2021-04-04,0.0008182010723561741,0.0008182010723561741,16
B.1.1.222,2021-04-05/2021-04-11,0.0009326451823860096,0.0009326451823860096,9
B.1.1.222,2021-04-12/2021-04-18,0.0006019462930140788,0.0006019462930140788,2
B.1.1.222,2021-04-19/2021-04-25,0.0010104098489879178,0.0010104098489879178,8
B.1.1.222,2021-04-26/2021-05-02,0.0004031553876051085,0.0004031553876051085,9
B.1.1.222,2021-05-03/2021-05-09,0.001003243821690132,0.001003243821690132,3
B.1.1.222,2021-05-10/2021-05-16,0.0010255381288388017,0.0010255381288388017,3
B.1.1.222,2021-06-28/2021-07-04,0.00010032438216901315,0.00010032438216901315,2
B.1.1.311,2020-08-03/2020-08-09,6.688292144600876e-05,6.688292144600876e-05,3
B.1.1.311,2020-08-10/2020-08-16,6.0194629301407866e-05,6.0194629301407866e-05,5
B.1.1.311,2020-08-17/2020-08-23,0.00012261868931768272,0.00012261868931768272,4
B.1.1.311,2020-08-24/2020-08-30,6.653090606997717e-05,6.653090606997717e-05,20
B.1.1.311,2020-08-31/2020-09-06,9.346459535403782e-05,9.346459535403782e-05,13
B.1.1.311,2020-09-07/2020-09-13,0.00010540456035534936,0.00010540456035534936,61
B.1.1.311,2020-09-14/2020-09-20,9.187214484341855e-05,9.187214484341855e-05,91
B.1.1.311,2020-09-21/2020-09-27,0.00010647369106386582,0.00010647369106386582,91
B.1.1.311,2020-09-28/2020-10-04,0.00010836319484281203,0.00010836319484281203,65
B.1.1.311,2020-10-05/2020-10-11,9.633100627315247e-05,9.633100627315247e-05,91
B.1.1.311,2020-10-12/2020-10-18,0.0001425467096085927,0.0001425467096085927,101
B.1.1.311,2020-10-19/2020-10-25,0.00015497262286270368,0.00015497262286270368,83
B.1.1.311,2020-10-26/2020-11-01,0.00016084755915471703,0.00016084755915471703,76
B.1.1.311,2020-11-02/2020-11-08,0.00023132888678976306,0.00023132888678976306,73
B.1.1.311,2020-11-09/2020-11-15,0.00021643896638910617,0.00021643896638910617,84
B.1.1.311,2020-11-16/2020-11-22,0.00026535533675285525,0.00026535533675285525,36
B.1.1.311,2020-11-23/2020-11-29,0.00020922349785674503,0.00020922349785674503,13
B.1.1.311,2020-11-30/2020-12-06,0.0002642531112033481,0.0002642531112033481,18
B.1.1.311,2020-12-07/2020-12-13,0.00027071658680527316,0.00027071658680527316,15
B.1.1.311,2020-12-14/2020-12-20,0.000284809773824254,0.000284809773824254,16
B.1.1.311,2020-12-21/2020-12-27,0.0003845767983145504,0.0003845767983145504,4
B.1.1.311,2020-12-28/2021-01-03,0.00040965789385680374,0.00040965789385680374,8
B.1.1.311,2021-01-04/2021-01-10,0.00010589795895618056,0.00010589795895618056,9
B.1.1.311,2021-01-11/2021-01-17,0.00042359183582472233,0.00042359183582472233,7
B.1.1.311,2021-01-18/2021-01-24,0.0005852255626525766,0.0005852255626525766,4
B.1.1.311,2021-01-25/2021-01-31,0.0006688292144600876,0.0006688292144600876,2
B.1.1.37,2020-06-01/2020-06-07,9.363609002441224e-05,9.363609002441224e-05,5
B.1.1.37,2020-06-08/2020-06-14,4.0196350371178745e-05,4.0196350371178745e-05,38
B.1.1.37,2020-06-15/2020-06-21,6.111715235583551e-05,6.111715235583551e-05,29
B.1.1.37,2020-06-22/2020-06-28,9.87319316583939e-05,9.87319316583939e-05,7
B.1.1.37,2020-06-29/2020-07-05,0.0001047504578529402,0.0001047504578529402,17
B.1.1.37,2020-07-06/2020-07-12,8.917722859467835e-05,8.917722859467835e-05,4
B.1.1.37,2020-07-13/2020-07-19,6.0194629301407866e-05,6.0194629301407866e-05,5
B.1.1.37,2020-07-20/2020-07-26,0.0002006487643380263,0.0002006487643380263,2
B.1.1.37,2020-07-27/2020-08-02,0.0001003243821690131,0.0001003243821690131,6
B.1.1.37,2020-08-03/2020-08-09,0.00016163372682785458,0.00016163372682785458,12
B.1.1.37,2020-08-10/2020-08-16,0.00018119191446282372,0.00018119191446282372,11
B.1.1.37,2020-08-17/2020-08-23,0.00016497787290015487,0.00016497787290015487,6
B.1.1.37,2020-08-24/2020-08-30,0.00010545207281320717,0.00010545207281320717,25
B.1.1.37,2020-08-31/2020-09-06,0.00021211182914726117,0.00021211182914726117,39
B.1.1.37,2020-09-07/2020-09-13,0.00021157026703028944,0.00021157026703028944,39
B.1.1.37,2020-09-14/2020-09-20,0.0002325363794112747,0.0002325363794112747,45
B.1.1.37,2020-09-21/2020-09-27,0.00024423679262027784,0.00024423679262027784,93
B.1.1.37,2020-09-28/2020-10-04,0.00024680971398163983,0.00024680971398163983,76
B.1.1.37,2020-10-05/2020-10-11,0.00021316355188030452,0.00021316355188030452,85
B.1.1.37,2020-10-12/2020-10-18,0.0002732187003619866,0.0002732187003619866,67
B.1.1.37,2020-10-19/2020-10-25,0.00027194330705508093,0.00027194330705508093,77
B.1.1.37,2020-10-26/2020-11-01,0.00032485990416632806,0.00032485990416632806,42
B.1.1.37,2020-11-02/2020-11-08,0.00031279080555953056,0.00031279080555953056,57
B.1.1.37,2020-11-09/2020-11-15,0.00034248796098155544,0.00034248796098155544,43
B.1.1.37,2020-11-16/2020-11-22,0.0003691300283615434,0.0003691300283615434,21
B.1.1.37,2020-11-23/2020-11-29,0.0003582128954165203,0.0003582128954165203,28
B.1.1.37,2020-11-30/2020-12-06,0.00037581832050614396,0.00037581832050614396,15
B.1.1.37,2020-12-07/2020-12-13,0.00031631239202385935,0.00031631239202385935,27
B.1.1.37,2020-12-14/2020-12-20,0.0002775256855403352,0.0002775256855403352,30
B.1.1.37,2020-12-21/2020-12-27,0.000281212283352537,0.000281212283352537,12
B.1.1.37,2020-12-28/2021-01-03,0.0002809082700732368,0.0002809082700732368,11
B.1.1.37,2021-01-04/2021-01-10,0.0002866410919114661,0.0002866410919114661,8
B.1.1.37,2021-01-11/2021-01-17,3.344146072300438e-05,3.344146072300438e-05,2
B.1.1.37,2021-01-18/2021-01-24,0.0003009731465070394,0.0003009731465070394,2
B.1.1.37,2021-01-25/2021-01-31,0.00030097314650703925,0.00030097314650703925,5
B.1.1.37,2021-02-01/2021-02-07,0.0005016219108450657,0.0005016219108450657,2
B.1.1.37,2021-02-22/2021-02-28,0.0003009731465070394,0.0003009731465070394,2
B.1.1.519,2020-11-30/2020-12-06,0.0004012975286760526,0.0004012975286760526,2
B.1.1.519,2020-12-07/2020-12-13,0.0003344146072300438,0.0003344146072300438,2
B.1.1.519,2020-12-21/2020-12-27,0.0003009731465070394,0.0003009731465070394,2
B.1.1.519,2020-12-28/2021-01-03,0.0004169035436801212,0.0004169035436801212,6
B.1.1.519,2021-01-04/2021-01-10,0.0003362724661590996,0.0003362724661590996,9
B.1.1.519,2021-01-11/2021-01-17,0.0003871778008152284,0.0003871778008152284,10
B.1.1.519,2021-01-18/2021-01-24,0.00038218812254862164,0.00038218812254862164,14
B.1.1.519,2021-01-25/2021-01-31,0.00035483149903987757,0.00035483149903987757,20
B.1.1.519,2021-02-01/2021-02-07,0.0003978589913839696,0.0003978589913839696,32
B.1.1.519,2021-02-08/2021-02-14,0.0004649303848855559,0.0004649303848855559,69
B.1.1.519,2021-02-15/2021-02-21,0.0004821966251901165,0.0004821966251901165,61
B.1.1.519,2021-02-22/2021-02-28,0.0004824096430817822,0.0004824096430817822,77
B.1.1.519,2021-03-01/2021-03-07,0.0005049870892825984,0.0005049870892825984,54
B.1.1.519,2021-03-08/2021-03-14,0.0004522588351256895,0.0004522588351256895,58
B.1.1.519,2021-03-15/2021-03-21,0.0004895719678940837,0.0004895719678940837,94
B.1.1.519,2021-03-22/2021-03-28,0.0005074623345786871,0.0005074623345786871,82
B.1.1.519,2021-03-29/2021-04-04,0.0005481132993422717,0.0005481132993422717,91
B.1.1.519,2021-04-05/2021-04-11,0.000534860696048538,0.000534860696048538,55
B.1.1.519,2021-04-12/2021-04-18,0.0005554835084713607,0.0005554835084713607,68
B.1.1.519,2021-04-19/2021-04-25,0.000581663023367393,0.000581663023367393,50
B.1.1.519,2021-04-26/2021-05-02,0.0005457100406962115,0.0005457100406962115,50
B.1.1.519,2021-05-03/2021-05-09,0.0005994516679198227,0.0005994516679198227,32
B.1.1.519,2021-05-10/2021-05-16,0.00057412604648668,0.00057412604648668,27
B.1.1.519,2021-05-17/2021-05-23,0.00044811557368825875,0.00044811557368825875,6
B.1.1.519,2021-05-24/2021-05-30,0.00038792094438685066,0.00038792094438685066,5
B.1.1.519,2021-05-31/2021-06-06,0.000697811813753358,0.000697811813753358,6
B.1.1.519,2021-06-07/2021-06-13,0.0009029194395211183,0.0009029194395211183,2
B.1.1.519,2021-06-21/2021-06-27,0.0005685048322910744,0.0005685048322910744,2
B.1.1.519,2021-07-12/2021-07-18,0.0007357121359060964,0.0007357121359060964,2
B.1.1.7,2020-11-16/2020-11-22,0.0001783544571893567,0.0001783544571893567,3
B.1.1.7,2020-11-23/2020-11-29,0.0003344146072300438,0.0003344146072300438,2
B.1.1.7,2020-12-07/2020-12-13,0.0002311176507745414,0.0002311176507745414,10
B.1.1.7,2020-12-14/2020-12-20,0.0001913594696927473,0.0001913594696927473,9
B.1.1.7,2020-12-21/2020-12-27,0.0002519256707799662,0.0002519256707799662,6
B.1.1.7,2020-12-28/2021-01-03,0.0002606718989690593,0.0002606718989690593,13
B.1.1.7,2021-01-04/2021-01-10,0.0003270222843333793,0.0003270222843333793,20
B.1.1.7,2021-01-11/2021-01-17,0.00022450758426905914,0.00022450758426905914,19
B.1.1.7,2021-01-18/2021-01-24,0.0003054510629001491,0.0003054510629001491,27
B.1.1.7,2021-01-25/2021-01-31,0.00033344360082112977,0.00033344360082112977,42
B.1.1.7,2021-02-01/2021-02-07,0.0003348489119147576,0.0003348489119147576,22
B.1.1.7,2021-02-08/2021-02-14,0.0003666260372138108,0.0003666260372138108,30
B.1.1.7,2021-02-15/2021-02-21,0.0004050018135561386,0.0004050018135561386,26
B.1.1.7,2021-02-22/2021-02-28,0.00044516406015076177,0.00044516406015076177,39
B.1.1.7,2021-03-01/2021-03-07,0.00042044670923806763,0.00042044670923806763,47
B.1.1.7,2021-03-08/2021-03-14,0.000463982066446389,0.000463982066446389,53
B.1.1.7,2021-03-15/2021-03-21,0.0004536438499964616,0.0004536438499964616,53
B.1.1.7,2021-03-22/2021-03-28,0.0004843873740194249,0.0004843873740194249,68
B.1.1.7,2021-03-29/2021-04-04,0.0005910266323698352,0.0005910266323698352,50
B.1.1.7,2021-04-05/2021-04-11,0.001342684358702362,0.001342684358702362,277
B.1.1.7,2021-04-12/2021-04-18,0.000515142995273195,0.000515142995273195,81
B.1.1.7,2021-04-19/2021-04-25,0.0005672770298683924,0.0005672770298683924,46
B.1.1.7,2021-04-26/2021-05-02,0.0005096789246041667,0.0005096789246041667,53
B.1.1.7,2021-05-03/2021-05-09,0.0005485797807801547,0.0005485797807801547,42
B.1.1.7,2021-05-10/2021-05-16,0.0006381925214106234,0.0006381925214106234,31
B.1.1.7,2021-05-17/2021-05-23,0.0006891064176286413,0.0006891064176286413,36
B.1.1.7,2021-05-24/2021-05-30,0.0006594444567077808,0.0006594444567077808,23
B.1.1.7,2021-05-31/2021-06-06,0.0005980120035172535,0.0005980120035172535,17
B.1.1.7,2021-06-07/2021-06-13,0.000636980204247701,0.000636980204247701,15
B.1.1.7,2021-06-14/2021-06-20,0.0006866646601790223,0.0006866646601790223,10
B.1.1.7,2021-06-21/2021-06-27,0.0007420819379485734,0.0007420819379485734,7
B.1.1.7,2021-06-28/2021-07-04,0.0007611913440760043,0.0007611913440760043,7
B.1.1.7,2021-07-05/2021-07-11,0.0007357121359060964,0.0007357121359060964,2
B.1.1.7,2021-07-19/2021-07-25,0.0007357121359060964,0.0007357121359060964,2
B.1.1.7,2021-08-02/2021-08-08,0.000423591835824722,0.000423591835824722,3
B.1.160,2020-08-03/2020-08-09,0.0,0.0,2
B.1.160,2020-08-10/2020-08-16,8.025950573521048e-05,8.025950573521048e-05,5
B.1.160,2020-08-17/2020-08-23,7.423269303348225e-05,7.423269303348225e-05,14
B.1.160,2020-08-24/2020-08-30,0.00010956059513060479,0.00010956059513060479,15
B.1.160,2020-08-31/2020-09-06,0.00012750586502268644,0.00012750586502268644,29
B.1.160,2020-09-07/2020-09-13,0.00015109337395212262,0.00015109337395212262,32
B.1.160,2020-09-14/2020-09-20,0.00012901363531559062,0.00012901363531559062,20
B.1.160,2020-09-21/2020-09-27,0.00019810430536997128,0.00019810430536997128,24
B.1.160,2020-09-28/2020-10-04,0.00019847724091445445,0.00019847724091445445,22
B.1.160,2020-10-05/2020-10-11,0.0001747352514834038,0.0001747352514834038,22
B.1.160,2020-10-12/2020-10-18,0.0002377264623232468,0.0002377264623232468,34
B.1.160,2020-10-19/2020-10-25,0.00024830575888753434,0.00024830575888753434,42
B.1.160,2020-10-26/2020-11-01,0.00021773482158137596,0.00021773482158137596,35
B.1.160,2020-11-02/2020-11-08,0.0003134290751973886,0.0003134290751973886,39
B.1.160,2020-11-09/2020-11-15,0.0004012975286760522,0.0004012975286760522,42
B.1.160,2020-11-16/2020-11-22,0.00030794011749099847,0.00030794011749099847,33
B.1.160,2020-11-23/2020-11-29,0.0003645486707386853,0.0003645486707386853,14
B.1.160,2020-11-30/2020-12-06,0.0004122420067308539,0.0004122420067308539,11
B.1.160,2020-12-07/2020-12-13,0.00044254199690109115,0.00044254199690109115,16
B.1.160,2020-12-14/2020-12-20,0.0004840211420434836,0.0004840211420434836,20
B.1.160,2020-12-21/2020-12-27,0.00045601991895005966,0.00045601991895005966,11
B.1.160,2020-12-28/2021-01-03,0.00043783542094748257,0.00043783542094748257,28
B.1.160,2021-01-04/2021-01-10,0.0004783544394954609,0.0004783544394954609,28
B.1.160,2021-01-11/2021-01-17,0.000510565862301178,0.000510565862301178,51
B.1.160,2021-01-18/2021-01-24,0.000522536993907418,0.000522536993907418,60
B.1.160,2021-01-25/2021-01-31,0.00047724823081810583,0.00047724823081810583,65
B.1.160,2021-02-01/2021-02-07,0.0005537472646035935,0.0005537472646035935,39
B.1.160,2021-02-08/2021-02-14,0.00048779366575423796,0.00048779366575423796,47
B.1.160,2021-02-15/2021-02-21,0.0005272072823823476,0.0005272072823823476,36
B.1.160,2021-02-22/2021-02-28,0.0005370718677075912,0.0005370718677075912,37
B.1.160,2021-03-01/2021-03-07,0.0005891598521493995,0.0005891598521493995,17
B.1.160,2021-03-08/2021-03-14,0.0006225256534590039,0.0006225256534590039,14
B.1.160,2021-03-15/2021-03-21,0.0006888940908938896,0.0006888940908938896,5
B.1.160,2021-03-22/2021-03-28,0.0005923915899503638,0.0005923915899503638,7
